MouseID,cls,DYRK1A_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pJNK_N,PKCA_N,pMEK_N,pNR2A_N,pPKCAB_N,pRSK_N,AKT_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N
3498_2,5,0.29411322678620055,0.5875117925825853,0.4135864394134481,0.3793028420640284,0.2282439655858389,0.3332762028223671,0.08317302208012947,0.48147799079630915,0.30491956374973717,0.48671518579085926,0.2783707750924672,0.392791892606826,0.33427618552547644,0.34882390042665695,0.4861268259781998,0.5794577743169155,0.3094179810314165,0.1879863054671076,0.470595907820774,0.5389241086585924,0.5582239699087506,0.5342530049922366,0.3918091212168934,0.64510693753476,0.2338671037057426,0.5594549504753893,0.05691354938067217,0.3465216980120632,0.012326465983569013,0.5050358135434808,0.45155790572427923,0.2744227392886436,0.36087026110353315,0.40130233255206416,0.14708495881797534,0.3137033674332812,0.02206560209659847,0.5782198762129575,0.591300099255343,0.40228590690212396,0.1173641271539776,0.19966019745217933,0.7753026051272278,0.17911633170755992,0.032690403635438424,0.3033708392490512,0.6893439784126018,0.5927475810884942,0.41336211254173316,0.5476711394051849,0.2824166661866079,0.3082302792115701,0.4018290235088532,0.10413578336756801,0.21754417922091762,0.20717062268938513,0.2942198330281728,0.7808922978680781,0.2334809425454375,0.331968201381883,0.3265833655767021,0.2684784774935467,0.0,0.2699017578622026,0.050420205096873005,0.1642091685382201,0.01790460551972331,0.010159083796388357,0.03852357327791095,0.6271498712792594
3516_15,3,0.01396877480146249,0.3007876488699466,0.04509950520820605,0.04100755492544317,0.2563436777831183,0.34364884084194397,0.1253326154276215,0.15396320343366243,0.0776674168244576,0.3586942323082136,0.05048412285938675,0.3685430951727593,0.1841584730476911,0.03141652273937462,0.49120812527328184,0.4517358543007477,0.14354772815204564,0.14758751501898415,0.13302154891624654,0.010464199617249925,0.16616238093884536,0.3479903280119415,0.10809553428863106,0.2038691178424731,0.14899665566554132,0.05162769485057428,0.16570905318853935,0.4321564509151192,0.28223434036618344,0.47395754399991985,0.4233891272856999,0.17139549876699578,0.38258129021995113,0.16561835552347448,0.20870665937951016,0.1689490877354447,0.21738816109329098,0.1519026775539114,0.2902735403876097,0.3922334471505867,0.21095505309516677,0.0586467358220622,0.5712176299075262,0.11792852127846193,0.7652283140312442,0.39911602825426834,0.4457025211904826,0.7193321180124116,0.6873074319658817,0.3081915405100746,0.8580863991261478,0.43522937786118854,0.44688544740395586,0.07935474159883862,0.7430000947132216,0.4375269985720821,0.34864891602127956,0.5562647737862183,0.7255530025173746,0.3922530518347269,0.21368465334392783,0.47900971505820067,0.6381232731266009,0.5325132685094849,0.5721334881532427,0.2290798986301984,0.1963379490748738,0.8434778789021018,0.9999999999999999,0.1580422269975818
3418_4,6,0.06908895281620903,0.6094707456237511,0.49167125629817365,0.3561607061255325,0.3805904408983436,0.5864621295832313,0.27987267125022264,0.4706066478821047,0.20885570191462996,0.6848023713503739,0.5555053017657772,0.6977444489839982,0.4911885147501758,0.3592747528341909,0.603679142524402,0.6103817638884056,0.5107060632725745,0.3248771477094544,0.3530621586569028,0.2618121827444396,0.38882568216279223,0.6007036626583363,0.5176390372126968,0.6763495366737152,0.35850973198930447,0.6228979739458848,0.44713275004817793,0.7098360024927177,0.46447537461008526,0.7918091846289843,0.9470107884424753,0.5755965390101907,0.6802516650582316,0.5385010049733916,0.754792839579264,0.7729367412927937,0.5034738998066842,0.4456532297960504,0.4646841157161145,0.44456165497792777,0.35656289004505287,0.14019962549382797,0.13156276683553703,0.3870953512195142,0.5206549929538327,0.45947202646676094,1.0,0.87347991572169,0.5766068188298418,0.6814835469891575,0.498677087163973,0.5268571795701277,0.48563340264248656,0.19823137552400288,0.2825274058545483,0.28507445531976405,0.42389333043505883,0.5526454921242623,0.44903165209879714,0.5549462562152232,0.2550123328264633,0.3812765013714565,0.330432404130416,0.2699017578622026,0.4318505448806152,0.3136517419026681,0.1963379490748738,0.271983598088783,0.7703232192380164,0.10702601406498752
3415_13,0,0.09375739428680865,0.3824919189094478,0.23158458847382846,0.19633375259347846,0.3217897381213941,0.4010380423873006,0.18559776349325055,0.11583077537394393,0.10659882266908774,0.5145256725966378,0.32061896211616103,0.44529222070574104,0.27489053320052104,0.43066520589485074,0.6580327774671877,0.44099094452794524,0.17467170179689184,0.14627518241953918,0.07738535086200002,0.13664430212160728,0.37522543988700996,0.5537138301275356,0.26387626479941595,0.45550258328163284,0.2404484962510618,0.29718796734753283,0.03035728480160732,0.5556921424018082,0.35032306469638264,0.5533201439367335,0.28054884817830994,0.2689481045867125,0.43166129137792775,0.3675601943524748,0.29585282662356016,0.3579387361434303,0.3433189319179425,0.17678098133920372,0.0,0.0,0.4588618762206664,0.09956723291853509,0.1387448259398501,0.09246993078671767,0.005746817032973507,0.29838368727539566,0.0,0.0,0.0,0.0,0.0,0.028221706469720664,0.12453679660948735,0.0015326347329770451,0.11380044775212916,0.0,0.0,0.0752654221405542,0.05141213088590035,0.0,0.0,0.03345814889147258,0.09702618672153168,0.0,0.04414453794855061,0.029419539150193463,0.0,0.062436739652802054,0.0,0.1515276439690772
18899_15,5,0.09307483119039425,0.459960921303999,0.2433058963899556,0.15735872451597344,0.5017333049922945,0.568440854908681,0.1601536841977583,0.6116522494533576,0.19819499189629738,0.6902047176828164,0.38233339726753557,0.7180859635434279,0.3148856877674874,0.2634185505466355,0.7012545933256574,0.5140462520169898,0.5825359033430907,0.4854236059991738,0.17971590370107057,0.2736744958383618,0.3517762996958045,0.7090688167879499,0.6770903443371711,0.5835490302784546,0.5406900296632597,0.35367611746431993,0.1009419055383326,0.5685668032227451,0.231330656028923,0.6751683775364948,0.9438628587074923,0.29953115848356815,0.48744094570056273,0.5278960606937749,0.4263595536731968,0.44499812698412355,0.4346644662542014,0.20556439808827254,0.32470118140737164,0.5628238811930782,0.3010142257935255,0.23708825572336162,0.7728578087478444,0.3041707911838428,0.10467205061326312,0.4580203999614149,0.6147843438595552,0.49485075605729445,0.6064173647520289,0.2661839403389735,0.17450073594284138,1.0,0.07063273669310166,0.056807537998077084,0.6739001125218695,1.0,0.3751498212344603,0.5200783055064726,0.81053071060744,0.6798989125047517,0.3098702692934556,0.6874633906894245,0.8199584872831007,1.0,0.24021895744869654,0.4852724476604947,0.5488777615466034,0.271983598088783,0.8799394511662347,0.5047869929411992
321_5,0,0.1407794217303651,0.6962259654344852,0.6521840624352621,0.6418069913403877,0.3334200170425373,0.40760907740557545,0.21381497730735285,0.4429636471992928,0.21742594974325144,0.6392355411390204,0.5141885337658303,0.5089417999822421,0.4761364111170251,0.4661048384501268,0.4980244891930061,0.735521944834877,0.5198603123142772,0.2917757507102827,0.506949432095236,0.6879518544563354,0.5471411552715937,0.6432882992274986,0.49123270237713446,0.8050136479251124,0.23474912859250563,0.45204851164146775,0.07399750809159028,0.6880780214982234,0.278427123517094,0.6677790467514201,0.7076285650347016,0.5132992923876616,0.6536131875094056,0.6748651052145429,0.49343593626511173,0.45747816668346697,0.05146935133275149,0.5591562635485964,0.6642815882685631,0.49772862444572363,0.11210022202088932,0.2683227984258159,0.5323541487586012,0.7002127007988177,0.03601723446186802,0.3490793491265329,0.8278356409715796,0.8910127185060269,0.8904002148153035,0.6910902114583669,0.3327637770655342,0.42705344726679917,0.33899080173034735,0.13151983854974786,0.5010572870406573,0.4605905116471135,0.4993449794885507,0.786246083186342,0.5169567624028486,0.4166944038572684,0.5496225799538619,0.35993465194063323,0.330432404130416,0.36987614863446705,0.24021895744869654,0.648996767634988,0.13873584352383125,0.3459800119299297,0.2954241407159326,0.7249890660819611
3477_15,1,0.12068628519167668,0.6055040140653796,0.2887963365052961,0.27539072588297564,0.5438320341082098,0.6468782772835742,0.382967978627364,0.5127929556238504,0.23005434040673892,0.7376356044696807,0.6900026610859833,0.6834716083946352,0.4988338698134125,0.792219454082489,0.8839529114189132,0.5447918793719488,0.5978163318508344,0.6528283446203723,0.239015483943777,0.2582808075519849,0.4636792809164506,0.7014581447978202,0.5854564068841887,0.639274888395713,0.48994135204316613,0.45050717859233813,0.09647874234316597,0.6798263878045236,0.3755541366336196,0.7876968357754268,0.9544512797600894,0.45613551304788535,0.5731804507783524,0.579735325653179,0.7201071206216567,0.6440447837159751,0.4702601093491081,0.18266297638069995,0.30116273079081574,0.38298783711110185,0.7437546072996575,0.15011684150723448,0.2338272778454843,0.5530483080162597,0.14421507550803805,0.39338730422320856,0.544156326331286,0.36734684263845596,0.3298230634176659,0.25074159213292924,0.12884230160466098,0.4023251009454706,0.1765702610930906,0.061512245365942436,0.21965910329095506,0.41707868343554233,0.2831098732398496,0.3944691585093376,0.373578243051909,0.3790813578360064,0.27988261701944106,0.3378303067150008,0.330432404130416,0.395298839405547,0.16974281469458535,0.3088996347164483,0.33796901376633925,0.3936470763197066,0.2954241407159326,0.3993895617815085
J3295_13,7,0.035163058110639335,0.3113701383426448,0.16579504640877085,0.07165472433867864,0.33086274113686154,0.38491516429370004,0.10550942536954247,0.37404021724250736,0.08009936605908133,0.4386706676685078,0.1061074520982227,0.49596906637739113,0.14260572958412496,0.19938745689774334,0.5627128695983848,0.4256311328221902,0.3054530402045391,0.48073777569331966,0.1150404470535473,0.07216477186074488,0.28695979809098804,0.4999916924052984,0.3289426669155595,0.44875966899702535,0.30730545976302637,0.18732890165673188,0.2685676428024709,0.28658382192668713,0.11638785979101857,0.35904188768497913,0.40474803016744754,0.017431313361688572,0.2734288809711932,0.111440180949537,0.11164888637369519,0.113577563597688,0.3297244142978333,0.39650982061644435,0.3449352056840131,0.46224029555483737,0.7292012222206468,0.2077349260737677,0.7793180267833444,0.11686503891775035,0.3442925983045891,0.3903959576034578,0.5736999061703608,0.5650021106957192,0.6824722255451542,0.5304026781401511,0.5911048261828609,0.3997170606189818,0.40843360322544875,0.11701986249121066,0.5731665828793113,0.6376563280670687,0.3371868548018937,0.8005961766414347,0.5017088010900843,0.4287552740357723,0.636498159649113,0.6668027405287686,0.6627226772153312,0.2699017578622026,0.42590440887492015,0.32636299005518987,0.6039273164306382,0.4846307340546105,0.8119619388674532,0.5471000612434702
3504_9,4,0.23478185481284192,0.4048163847104078,0.26018463426396854,0.16338299490243596,0.23499191993303706,0.2609074619267519,0.10668159327312385,0.23886864785480888,0.20524924796570046,0.30523017380392387,0.2014463712961262,0.35625507012248586,0.05887439941205594,0.25004448071987917,0.55412224969111,0.38408163546993573,0.09585161328843694,0.12055626938881481,0.1443727065636131,0.140693999413409,0.4689426825469618,0.40309616134151505,0.23831202035393928,0.4189380675620943,0.052502739610877924,0.29585679512878393,0.01706627578858455,0.2811122243817962,0.17051523664410095,0.3879283510890805,0.3568081882152212,0.1078363879768538,0.2878330750009752,0.17976664871197423,0.11571589206919786,0.19666703453840784,0.23922347651522238,0.24173732201864695,0.40182289860405035,0.4442490551246717,0.3522192184716681,0.1310315566781507,0.5157793819865069,0.17655530746261378,0.12118935432445843,0.33666185584821734,0.5951312997411667,0.38888741519632497,0.40073088198693496,0.45912392261397794,0.2366925227014106,0.24441986721551634,0.7031548453453266,0.1194574517874945,0.3225117271521992,0.31503587437480596,0.32910079800067626,0.6147393449643728,0.23702018858321316,0.1870071275973504,0.5765168586213285,0.2811735947722067,0.2731110829765208,0.18223762344243288,0.29770120790760674,0.12086855241247285,0.22301332019997624,0.23274803749701872,0.25029274963708725,0.6789849282104008
3425_13,7,0.03793089483362947,0.23104549846380473,0.06352382142577206,0.030627519193072772,0.2148425391641273,0.28433361676869845,0.059262798098025454,0.22917757986850806,0.062239461668135515,0.36912064908633574,0.07192553862960971,0.34788463248742624,0.11355195033991303,0.1296541791707222,0.4771320262227047,0.3686596875265024,0.06265365872601758,0.14629303870536192,0.08736603266847984,0.03273561063721153,0.25532747761199115,0.3405444702522898,0.23461445332903774,0.23129880009697898,0.07691660771852016,0.15992363269996646,0.10902969276167951,0.43750430491519615,0.2837473563404166,0.42057767323162176,0.3951300713081667,0.16616879535660223,0.33218587918124554,0.2259695185982823,0.27115796746190546,0.2546618731009812,0.3696003117449823,0.21494230429951144,0.31661340101654506,0.3392010755403181,0.5319401015474963,0.08588217778846463,0.5257026451362115,0.14943517619017183,0.1267098514998274,0.3437891180075839,0.6267880086646297,0.45032538858567805,0.4070088221748406,0.43541673149413984,0.3037784899563418,0.27733830027629036,0.31761813136883665,0.09203736275522562,0.41528898792527846,0.45426921423057454,0.3579159124108259,0.40410532223425477,0.4359555161144315,0.288102305101376,0.470530239655093,0.3390303345166732,0.5405608514404587,0.28504965422123674,0.23748543741884148,0.12094730679359322,0.296855837373344,0.354067412987434,0.3537264756326415,0.27202325342474004
3490_3,3,0.09188007869487283,0.7595895833465812,0.7137585921103543,0.5667711000036983,0.35262104009076856,0.5181540432365674,0.4425794922290449,0.971638852735569,0.18981356452576734,0.6585104059846821,0.4677422811695975,0.6101946244801202,0.661948710203464,0.30033745681089924,0.6935491086920689,0.7856874023283126,0.4345392288663418,0.25213565573310137,0.89953914232124,0.6406128283322479,0.4761691540386578,0.6454226734336094,0.7804293210613699,0.7361949031179214,0.290764401980674,0.4684421821648178,0.5490713910481178,0.673384610422834,0.36042043409940894,0.825103031458442,0.5266213754879027,0.46556854979194107,0.5792852372727272,0.31257029167822237,0.3886084112561713,0.45476489563267153,0.16978188430843652,0.45221882418696147,0.69846162879754,0.3550140299259622,0.24551668093782142,0.18547764355124274,0.3921280210523879,0.29409828815624817,0.0544364409794432,0.31234737471577123,0.7823811727934246,0.7399433680167696,0.5420537654592658,0.7797245998506749,0.1650555159178631,0.20370177468022344,0.49831892229306096,0.14634571908882088,0.5229649945753482,0.3858665302362275,0.43472438270114266,0.683283707426479,0.412299772822758,0.5395375814635599,0.3736061000649973,0.4509069648470636,0.3315452846233236,0.2521998948138323,0.23872255551313454,0.6332591678509433,0.1563538384000183,0.31311929072543504,0.3009435639587378,0.433807246795435
320_5,0,0.18629452323237114,0.7749699166934957,0.5880741895208256,0.6329293027895363,0.33721468370192953,0.4954374088701921,0.16850854076769886,0.5465713263298597,0.24879394531112567,0.6716740098491178,0.5777650425288907,0.5320913442235544,0.5444065389903788,0.5188401301891987,0.5085035302919192,0.8184768254808114,0.54420067319284,0.33254689109461955,0.5654958534659236,0.7274197932027383,0.5935457525595343,0.6725312232527793,0.601735588210991,0.7885152715908252,0.335314944829056,0.4704137193296317,0.08634321425166211,0.7546011996473365,0.2570449086382661,0.6531698792990195,0.7081472782181278,0.5830274819904451,0.6855086681016549,0.6973426516346517,0.5820079529213016,0.5432127072238471,0.08607881502375403,0.5945473188661142,0.6027762663076683,0.4518973524173976,0.047690872673446516,0.27479421332407045,0.6450617707862538,0.6915192359981862,0.051242858812392565,0.3390234612058034,0.8115389468884578,0.8035670260352509,0.7710140324544302,0.6476206562720354,0.4061287820076777,0.35366551298920823,0.43584523910888406,0.09036280611444675,0.4555347788639097,0.45038330307222096,0.44769826731550855,0.601764818250019,0.4084258287273155,0.35450805382680595,0.4411597688019524,0.2844326141599507,0.30979087610726713,0.34328462006349014,0.21021357657554302,0.5513776411487289,0.13573933068289948,0.2932937023482352,0.2954241407159326,0.6958238384576014
294_1,2,0.07457223534754306,0.5060727966655983,0.5290192041599157,0.38429988307365104,0.35134775296688026,0.4260920294752177,0.6969871277310746,0.592432472560354,0.15767027961433247,0.6087820402433753,0.33891967213687946,0.6290272118114942,0.6261593641822922,0.27217407393287546,0.5644584167234592,0.5417307618185807,0.36342692094557594,0.23432574186396693,0.3078397908990247,0.3626636123055226,0.46657439884212093,0.5549102029683258,0.4822696338575293,0.6307500517836081,0.23416818352008173,0.33071714983270695,0.21024968926517285,0.5431320369863448,0.34823785168264687,0.7436243455621031,0.47940735385977673,0.27198472225907344,0.4708053195231112,0.29702510635315504,0.3416919214257528,0.30804686712547247,0.26894009231900795,0.3047194798273607,0.6758105178893052,0.20420891970767596,0.37013861110983687,0.1339015951200216,0.20246804752829922,0.28595368847234703,0.016747260750682273,0.2920273053621427,0.6430041473613975,0.6804638500718451,0.4635183406382478,0.5982922502614371,0.08754711137958249,0.10752621921975669,0.6732637961034497,0.14641523524359362,0.46878717778938284,0.2002266603061459,0.5170347917096955,0.7551377454165031,0.3091831770029967,0.5797108325171787,0.49638130463300656,0.4700235738678449,0.330432404130416,0.2699017578622026,0.21665555216436022,0.41014310756759353,0.1963379490748738,0.3036364196950027,0.21451333845705345,0.2858452480066506
3497_8,1,0.09906530320702742,0.3574280656356491,0.23800898954350236,0.30475306183842965,0.1892834703272345,0.2282196984929446,0.07924884833083393,0.10315217831851298,0.16090469226618542,0.3835144047115068,0.11643829949102857,0.30230182672858186,0.18457063676490423,0.22515622927092865,0.35977118737518365,0.4346953867771492,0.18131200315846596,0.09289306081180315,0.21918433638807364,0.29724277281861133,0.3466104285551507,0.3843543362332451,0.17297397665757075,0.37787432777961694,0.08062462895387124,0.15930593897184664,0.016289170568887845,0.28391493062219225,0.05795277691491635,0.4428724133813886,0.40984924258004085,0.2640301697050971,0.3491414440382704,0.4131208012273665,0.23796763692054224,0.2954158687695976,0.035810368450974434,0.48823665953958517,0.47474075393256115,0.3940828837095981,0.026365432374693437,0.14374939759820865,0.33118535045210146,0.3130892654782069,0.019252868934007995,0.3551990516608584,0.6217704429522054,0.5121947367447156,0.3005936467630991,0.2653929116289897,0.14707157346925231,0.3155314619970955,0.5091656995303487,0.11734034305370789,0.1305571087635008,0.1730092853949331,0.3171272564908363,0.34388685678576003,0.2418998894392067,0.21718590180730046,0.16733897259976582,0.191448385176887,0.2239786208088333,0.4084881335783158,0.298353777285057,0.3312238019617776,0.10811531119674514,0.22344232159932004,0.17158500720340308,0.4492060978751415
3491_9,7,0.07800317873305596,0.4571057026915002,0.2967592465577845,0.20461573692396912,0.37149799541680695,0.394714253665816,0.6060933809967093,0.589858425115894,0.1158542087884219,0.5878997266418045,0.49960372851017,0.5355763154187865,0.4070926051690721,0.36992880496939123,0.7995251214699377,0.5338751929130539,0.278887955684779,0.30593990829036843,0.24172117485883274,0.3390805097029955,0.3763220601675763,0.5140361242026946,0.47734835238546636,0.5858534606197071,0.17880876104634869,0.40295669401218004,0.20708074760479783,0.3782477973347302,0.17672540205892517,0.5840103354273324,0.4825170117833729,0.1660732153628418,0.42130746359001225,0.30501485920292937,0.2791482994641389,0.28088591845425037,0.22773369461696671,0.33119027545014545,0.5945311968391316,0.47105287573559684,0.7073834837728343,0.20350365840639306,0.31618984985964,0.2900014140420246,0.13686265342723553,0.36044027219274805,0.6301046111712226,0.7391426884408404,0.6119202047319855,0.5488264628012661,0.30675394717140136,0.32412462634051253,0.4062343926294152,0.12182639051656069,0.4655653615553629,0.3886403885269595,0.6401378386573847,0.7578081126785727,0.4117106477132879,0.637486070231424,0.6344309302526543,0.37083106385063935,0.4155714683765271,0.28129908621935906,0.26517833206677804,0.6272939501596254,0.20864803181160432,0.2659022706046495,0.3551074123727199,0.5726686201542197
50810E_4,5,0.16555996670918632,0.5724174125348646,0.41659157373241473,0.3049725355285968,0.31219092053605824,0.3826569466702358,0.2036605752503963,0.49163871935773495,0.18187601102767845,0.5606032848139373,0.45317648417653955,0.49514064263377433,0.27597015610470665,0.5669392700421063,0.6710067815922156,0.5246203280664878,0.493644183671171,0.21783059355571255,0.36427954619076997,0.43500389848455123,0.5161281586943627,0.5846502303447839,0.5260130593024487,0.6903687416366037,0.22495941748945014,0.659136243570741,0.0512683680744245,0.43695346079774205,0.09978357964788803,0.5438549023079292,0.503940399559997,0.1872332719350016,0.4117428522603085,0.34089674642025247,0.20001412114577422,0.3181333544648475,0.1976066561740302,0.595193713474404,0.49491991058783086,0.5699421924879621,0.6136160716710168,0.2850105940671375,0.6917604538251305,0.5457481132203372,0.197722404524068,0.3448063041826427,0.8213010584032355,0.5176896280828779,0.6481088197439814,0.36619049917123314,0.29061019842681746,0.3221525459289658,0.47061577391302256,0.1358995285566615,0.4060936549714067,0.5513526716537446,0.44310244596919623,0.7387812661321171,0.3182502388914499,0.4840338806978015,0.6153127768384454,0.3792688042564205,0.3629828086038674,0.22377868385290578,0.211276689416039,0.5325254456217837,0.2660429723450136,0.27121614858745086,0.27590759596362846,0.8068460197739813
3426_13,7,0.09322954383334245,0.5272099415805536,0.397935965470005,0.2999720370017952,0.352954395052996,0.46738692740427984,0.3239376354732115,0.5055046996558645,0.16304749814014538,0.6100381009078976,0.4301593750980759,0.5498106224104778,0.3873794356012481,0.3199875375581955,0.6209795924040243,0.5529373377626484,0.39460645267368566,0.3202350912845916,0.2596203922287096,0.3122175542826562,0.4339182697669699,0.5827329565866515,0.47038238041497304,0.6305067973632987,0.29987421563413585,0.4191815770408974,0.13710428495806304,0.5284810792423631,0.25505987199900026,0.620029842639508,0.5536543026931869,0.27842740317752535,0.48103520214663154,0.3631325106142135,0.3316876281297658,0.34979741373482165,0.2470616528772119,0.31434009812685004,0.473215455917437,0.6091384916805506,0.7404283452180642,0.19372186039817113,0.5682569038900547,0.26005908449073944,0.1309093898937516,0.3546975250126559,0.5864788373405959,0.5320280300916144,0.5501742820878953,0.4656326568233252,0.37944718249447346,0.2660335322293935,0.3523644804612025,0.088926940625013,0.3644538308851817,0.46497070708225297,0.3572050236110309,0.5670258749304451,0.38827217903622624,0.4044851688075082,0.6700531625318638,0.1951359305211524,0.4861163153650095,0.29716254688984123,0.1603323529568526,0.2932639088036044,0.17997220762847374,0.2256963171222513,0.3430311652436626,0.5552178875227793
3421_8,7,0.045154556894895,0.37554066563497324,0.1580078121957813,0.10119096343049178,0.29262153095471566,0.3629144648395029,0.2031397076879077,0.37152919340943935,0.07372611093065354,0.4538236896786043,0.20305115563370857,0.451084795802679,0.1941239643841847,0.2318797810467591,0.6093580902847385,0.5382851668448209,0.23794030618148354,0.21346881331694123,0.17930836237511258,0.18486357012127885,0.3470615293323779,0.4604621503198597,0.3545703699601279,0.45492532483876247,0.20820988054581502,0.3602807051381419,0.5223704839209058,0.37685441932651426,0.1681955982683655,0.43146999654054685,0.4143134840273589,0.10121710138343154,0.3928190180208271,0.17974641993803275,0.12905623147401923,0.1897059628832436,0.3364768282352323,0.3389848852566605,0.3322175454729505,0.37727105986111964,0.6112789154291163,0.18574686697472798,0.6418138513699478,0.14123504536971337,0.20567691490368803,0.3448742624061974,0.5913606631693303,0.5550390126497361,0.4773605667476525,0.4961781386294909,0.342941875979406,0.26133756638408545,0.48275570816148794,0.16739480595187128,0.5222645317682558,0.368381737069872,0.33707637959222947,0.5061418782000775,0.3479119134514216,0.33954423296427816,0.433674771763912,0.5649435750691127,0.4882635679383888,0.3356799556296933,0.32095554259857134,0.27050785103908537,0.3654635641773334,0.3547118450584796,0.4431012248462126,0.4248998706536568
3483_5,5,0.12253509684647262,0.4539784032899007,0.2904045777514427,0.2280042937189169,0.24130515830881408,0.31175008868067294,0.20336811562058818,0.5247993387354457,0.1486794729468908,0.43991669469423633,0.3685602777382151,0.3877615494114599,0.19921891630810715,0.4521864435350293,0.6611038924455531,0.48249385200340045,0.2669864894871644,0.18889809297246962,0.35584148442916486,0.26760686979489867,0.4557894853438066,0.4885440879855947,0.2890989588084417,0.5957760037709866,0.1767762548440367,0.5023476207363936,0.04475422142733751,0.13117605481899813,0.051028392312645166,0.048750676876351096,0.0922597268411707,0.1462634533172733,0.02778747592380998,0.29799993525714796,0.12669534958987327,0.2913199621063959,0.2857316788876588,0.5328841970404586,0.5120527928596197,0.4186831432455921,0.808098985977497,0.2192633898637139,0.8400779631566053,0.25845946589303337,0.31675127494277977,0.3765239121908398,0.7083983631434566,0.49737762328524904,0.43985016173509417,0.5094226631380646,0.3497864498128463,0.3237785576110087,0.6063835600101074,0.12905043352780443,0.37758697115339945,0.5086288891110479,0.32157222445709344,0.5374903713979953,0.35132619685105637,0.3600655055685533,0.4955934395781889,0.4279954492719098,0.322488760037628,0.20227172108353852,0.2652649898857912,0.26694380458408895,0.34852837326142583,0.21126672547251385,0.39188730839543584,0.5653578003469812
3505_14,4,0.19165356665700972,0.5407450923338328,0.3496849391620852,0.30485178795682544,0.3690628407278518,0.47771426519441224,0.14487491565436275,0.5074333741531543,0.2135187309809984,0.5308687118122949,0.4837182534232958,0.5581629211626696,0.1653665326812511,0.49193288222297055,0.7488502171746894,0.4671929808398032,0.42073274111811665,0.39303543081917125,0.21015091923521792,0.31138310486652676,0.5705759138000716,0.6091786706472092,0.46326455895181196,0.6560230792874895,0.36531326799411834,0.3743133428420986,0.052618559660937037,0.3439539831875514,0.0940554196452788,0.5461171380341523,0.5525598844501107,0.20591888459424612,0.3933499152470603,0.34610223560839815,0.2534134288546591,0.27226758642901827,0.21179604479976075,0.23498497876202495,0.4307825567748316,0.6428127416459809,0.48895627838047656,0.20749703650224638,0.39646724909905046,0.18706520901347934,0.016365364471867483,0.33317584068159367,0.5911741755839793,0.3737180363870324,0.3792244807292745,0.422182442738941,0.16786883831988775,0.20865439418036102,0.3452235352345048,0.08085232003583134,0.24858445616580516,0.24248878697129317,0.29636818919464003,0.5133359325616647,0.18740938817916364,0.35311304672730026,0.6067622925606835,0.11492207343268657,0.31003753128521255,0.3103648851029064,0.1257177906655666,0.31656386145516013,0.08483966495941889,0.2227628559073836,0.3029557634550444,0.80713499952565
3484_9,1,0.6865694335080321,0.529973877558231,0.36398032139845626,0.3567984981787181,0.29027082100542767,0.4228215165308234,0.19151709137506953,0.38044914623711146,0.4728976151779902,0.4622491206222574,0.40183134470784565,0.46272358992924745,0.1908891877100168,0.46593200871775625,0.6508411966065045,0.49178288269997583,0.3912605080296071,0.33104180579001397,0.23111278676980015,0.36663001635460657,0.769438402914599,0.5884905362679692,0.4532103380903395,0.6399685902076631,0.2716431535043925,0.2637645578553025,0.03812875372101737,0.36003385476036825,0.06691277544460805,0.4589080176250383,0.4326597440660478,0.19255752823365901,0.36626910104112076,0.2996031065613918,0.22018101692523362,0.22211624715499778,0.18787228740158537,0.30488442353212564,0.5080015136438669,0.5072457664927715,0.3526396165416112,0.2494257288910004,0.3064122342337079,0.22501261490665464,0.051968191921104405,0.353241847408319,0.7406274660979496,0.4141946257204704,0.3494019233949003,0.40212355237535,0.3974774790703513,0.3465151617725045,0.5224688108013461,0.14152379781612778,0.19214690417401048,0.2765889132194993,0.19940471139141702,0.5629086275315638,0.35201367040872056,0.09042121700656625,0.858519047082932,0.19252583584138017,0.26870420466288253,0.24719012627084425,0.16157940034939916,0.4311592031282271,0.1963379490748738,0.21931940644416165,0.2954241407159326,0.9334622556966081
